	phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
6842	D006262	species	28128	84032	0.018869286	-0.093829493	1.55e-45	-0.524490766	28	101	497	11859	6.612879062	4.71e-13	4.146726565	10.24916036	Prevotella corporis	[Clostridium] thermosuccinogenes
6843	D006262	species	28128	118748	0.047624663	-0.134623676	1.2e-53	-0.818452775	4	125	88	12268	4.460059987	0.015112392	1.17081775	12.11350011	Prevotella corporis	Bulleidia extructa
6844	D006262	species	28128	137732	0.013957812	-0.137311589	1.5099999999999998e-54	-0.730202508	18	111	191	12165	10.32309937	4.4e-12	5.781866528	17.50017484	Prevotella corporis	Granulicatella elegans
6845	D006262	species	28128	166486	0.024264687	-0.03599692	9.47e-36	-0.197518796	54	75	3788	8568	1.628484437	0.007206632	1.123524668	2.346688819	Prevotella corporis	Roseburia intestinalis
6846	D006262	species	28128	216940	0.045943138	-0.139913646	8.649999999999999e-42	-0.773001939	4	125	75	12281	5.238214498	0.008999384	1.370124911	14.30977565	Prevotella corporis	Spiroplasma lampyridicola
6847	D006262	species	28128	261299	0.032065257	-0.039001573	6.08e-36	-0.224890718	46	83	2892	9464	1.813529975	0.001681038	1.233441553	2.637941994	Prevotella corporis	Intestinibacter bartlettii
6848	D006262	species	28128	282402	0.040299081	-0.162315678	1.11e-20	-0.651302302	4	125	31	12325	12.71207015	0.000444402	3.212220488	36.71555533	Prevotella corporis	Prevotella multiformis
6849	D006262	species	28128	291644	0.006308175	-0.079069547	1.23e-64	-0.463854746	21	108	1063	11293	2.065565408	0.00428102	1.22357726	3.334550615	Prevotella corporis	Bacteroides salyersiae
6850	D006262	species	28128	310300	0.025262376	-0.155127999	2.1e-50	-0.813585063	5	124	79	12277	6.263803822	0.001752399	1.945777284	15.62515287	Prevotella corporis	Bacteroides pyogenes
6851	D006262	species	28128	328813	0.035805853	-0.028484613	1.67e-19	-0.122139472	84	45	5302	7054	2.483321666	6.01e-07	1.705742615	3.657619128	Prevotella corporis	Alistipes onderdonkii
6852	D006262	species	28128	386414	0.003222722	0.18487574	3.9499999999999995e-24	-0.580805843	24	105	123	12233	22.70435417	1.92e-22	13.4516551	37.10835604	Prevotella corporis	Prevotella timonensis
6853	D006262	species	28128	410072	0.008628768	-0.035593248	4.6899999999999996e-24	-0.136493369	74	55	5315	7041	1.782260454	0.001238313	1.237955028	2.579319403	Prevotella corporis	Coprococcus comes
6854	D006262	species	28128	437898	0.014180034	-0.074305906	2.07e-32	-0.348284354	51	78	960	11396	7.759032256	3.9199999999999995e-23	5.307513913	11.25897877	Prevotella corporis	Sutterella parvirubra
6855	D006262	species	28128	589436	0.011478785	-0.10820834	1.8399999999999997e-52	-0.590221084	22	107	416	11940	5.898667338	6.54e-10	3.512026132	9.514564383	Prevotella corporis	Prevotella fusca
6856	D006262	species	28128	626932	0.005972207	-0.062399105	3.59e-41	-0.298328178	39	90	1811	10545	2.522930179	7.8e-06	1.680739035	3.726135569	Prevotella corporis	Alistipes indistinctus
6857	D006262	species	28128	626937	0.0098511	-0.067276092	2.05e-45	-0.356861103	30	99	1342	11014	2.486906463	5.41e-05	1.588696832	3.79123571	Prevotella corporis	Christensenella minuta
6858	D006262	species	28128	645466	0.000169733	-0.191736551	9.25e-74	-0.763440403	9	120	251	12105	3.615969927	0.001496042	1.595905091	7.207000398	Prevotella corporis	Anaerostipes butyraticus
6859	D006262	species	28128	701529	4.14e-05	0.333553246	0.003150504	-0.243608261	11	118	16	12340	71.66743794	1.05e-15	29.39759964	168.36611	Prevotella corporis	Peptoniphilus sp. JCM 8143
6860	D006262	species	28128	1755629	0.020258407	-0.133543785	3.78e-56	-0.751583153	12	117	173	12183	7.220817257	4.54e-07	3.558505597	13.41735329	Prevotella corporis	Victivallis sp. MC_44
7329	D006262	species	29347	29363	0.02660997	-0.060592596	8.419999999999999e-140	-0.61442145	40	237	1062	11146	1.771253271	0.001768347	1.226621778	2.501004913	[Clostridium] scindens	Clostridium paraputrificum
7330	D006262	species	29347	29375	0.001129644	-0.097783523	4.61e-113	-0.608638359	54	223	829	11379	3.323301094	5.48e-12	2.40110858	4.533448544	[Clostridium] scindens	[Clostridium] xylanolyticum
7331	D006262	species	29347	29389	0.037850844	-0.103096413	4.74e-73	-0.745046871	10	267	129	12079	3.506271299	0.001059355	1.623591226	6.759668432	[Clostridium] scindens	Streptococcus alactolyticus
7332	D006262	species	29347	29466	0.014886415	-0.04589307	1.99e-105	-0.394411932	72	205	2538	9670	1.338142482	0.043265908	1.004785781	1.765246087	[Clostridium] scindens	Veillonella parvula
7333	D006262	species	29347	33039	0.004402026	-0.041038248	5.95e-70	-0.250803755	148	129	4537	7671	1.939733665	7.45e-08	1.516857686	2.482896826	[Clostridium] scindens	[Ruminococcus] torques
7334	D006262	species	29347	33905	0.015762328	-0.128975589	8.28e-43	-0.646511186	7	270	73	12135	4.308607619	0.001958663	1.6578715	9.452403065	[Clostridium] scindens	Bifidobacterium thermophilum
7335	D006262	species	29347	35760	8.05e-05	-0.095424222	1.48e-117	-0.518139629	63	214	1425	10783	2.227484882	2.8e-07	1.645301211	2.98070451	[Clostridium] scindens	Bifidobacterium choerinum
7336	D006262	species	29347	35785	0.028004008	-0.113476585	5.55e-66	-0.739081599	8	269	98	12110	3.674610897	0.002451233	1.52749374	7.632711327	[Clostridium] scindens	Clostridium maximum
7337	D006262	species	29347	39484	0.002257575	-0.054984472	6.61e-27	-0.191707276	167	110	2806	9402	5.086085478	3.46e-39	3.958549498	6.555828649	[Clostridium] scindens	Eubacterium desmolans
7338	D006262	species	29347	39497	2.88e-08	-0.149796437	2.17e-121	-0.576879295	45	232	1082	11126	1.99438869	0.000109564	1.407108536	2.773016681	[Clostridium] scindens	Eubacterium xylanophilum
7339	D006262	species	29347	39778	0.008180439	-0.061467482	1.02e-111	-0.488814372	58	219	1573	10635	1.790471444	0.000203346	1.310175618	2.414264971	[Clostridium] scindens	Veillonella dispar
7340	D006262	species	29347	40520	8.52e-05	0.044559323	2.07e-13	0.083181751	262	15	7494	4714	10.98658273	2.7500000000000003e-37	6.529557469	19.93420896	[Clostridium] scindens	Blautia obeum
7341	D006262	species	29347	53443	0.000668596	-0.14424297	2.88e-89	-0.719422831	37	240	276	11932	6.661855897	4.76e-17	4.488067923	9.66957225	[Clostridium] scindens	Blautia hydrogenotrophica
7342	D006262	species	29347	69825	0.031526175	-0.034245978	5.4e-20	-0.145079601	189	88	3666	8542	5.003626922	4.57e-38	3.852712531	6.540110407	[Clostridium] scindens	[Clostridium] indolis
7343	D006262	species	29347	78448	0.006482615	-0.11553354	7.6e-102	-0.751655914	26	251	277	11931	4.46048925	3.5e-09	2.808425434	6.832577493	[Clostridium] scindens	Bifidobacterium pullorum
7344	D006262	species	29347	84030	0.003906075	-0.057125709	9.79e-36	-0.243501114	140	137	2273	9935	4.465854775	4.01e-32	3.487506861	5.720056381	[Clostridium] scindens	[Clostridium] saccharolyticum
7345	D006262	species	29347	89153	0.01506808	-0.125949551	1.0899999999999999e-54	-0.69374822	7	270	95	12113	3.305092514	0.007553683	1.281612778	7.171278706	[Clostridium] scindens	[Clostridium] hylemonae
7346	D006262	species	29347	94869	0.028571554	-0.124165726	8.73e-18	-0.461198751	8	269	34	12174	10.64467467	3.25e-06	4.214997794	23.69363241	[Clostridium] scindens	Clostridium gasigenes
7347	D006262	species	29347	100884	0.00082402	-0.145539184	2.18e-94	-0.745969584	32	245	248	11960	6.296646971	1.92e-14	4.125302132	9.351637033	[Clostridium] scindens	Coprobacillus cateniformis
7348	D006262	species	29347	103892	0.015670985	-0.097806728	1.55e-137	-0.800903959	15	262	333	11875	2.041400641	0.014271549	1.113642894	3.478997423	[Clostridium] scindens	Veillonella ratti
7349	D006262	species	29347	105841	3.4e-44	0.513412975	8.81e-83	-0.665319058	41	236	361	11847	5.699073717	1.7e-16	3.92193532	8.116923254	[Clostridium] scindens	Anaerostipes caccae
7350	D006262	species	29347	115979	0.005238966	-0.145459502	2.22e-53	-0.690936696	7	270	90	12118	3.490120429	0.005766605	1.351407871	7.588790224	[Clostridium] scindens	Bacillus nealsonii
7351	D006262	species	29347	147207	1.98e-11	0.255848415	7.54e-101	-0.703833521	29	248	390	11818	3.542682644	5.41e-08	2.29361757	5.297098032	[Clostridium] scindens	Collinsella intestinalis
7352	D006262	species	29347	158787	0.000175176	-0.079683477	4.28e-116	-0.459622414	73	204	1936	10272	1.898426133	9.98e-06	1.426345051	2.503864623	[Clostridium] scindens	Bifidobacterium scardovii
7353	D006262	species	29347	166486	0.000184945	-0.059052006	3e-75	-0.284165744	115	162	3727	8481	1.615297304	0.00012883	1.256599419	2.070875451	[Clostridium] scindens	Roseburia intestinalis
7354	D006262	species	29347	187327	0.031860093	-0.044368289	1.57e-46	-0.289867483	113	164	2063	10145	3.38789014	2.8e-20	2.62924914	4.353358846	[Clostridium] scindens	Acidaminococcus intestini
7355	D006262	species	29347	218538	0.000414751	-0.051314034	1.43e-60	-0.235415103	129	148	4453	7755	1.517829696	0.000803552	1.185714531	1.941062951	[Clostridium] scindens	Dialister invisus
7356	D006262	species	29347	246618	0.020268435	-0.124759597	7.42e-42	-0.64361532	7	270	69	12139	4.559314617	0.001452843	1.751150686	10.03308611	[Clostridium] scindens	Bifidobacterium thermacidophilum
7357	D006262	species	29347	261299	0.02015857	-0.042013409	1.69e-34	-0.218913172	157	120	2781	9427	4.434373591	6.41e-33	3.460678543	5.693979492	[Clostridium] scindens	Intestinibacter bartlettii
7358	D006262	species	29347	301301	0.000153756	-0.04995901	1.39e-41	-0.177009713	146	131	5458	6750	1.378276266	0.00858928	1.078106801	1.763474957	[Clostridium] scindens	Roseburia hominis
7359	D006262	species	29347	349096	0.000542252	-0.131064677	1.07e-146	-0.786389526	22	255	416	11792	2.445253562	0.000352562	1.489209153	3.834042569	[Clostridium] scindens	Pectinatus haikarae
7360	D006262	species	29347	376804	0.031379379	-0.092804678	7.670000000000001e-123	-0.803514149	20	257	261	11947	3.561222691	4.53e-06	2.104592363	5.729498403	[Clostridium] scindens	Bacteroides barnesiae
7361	D006262	species	29347	471511	0.008171647	-0.1469359	6.55e-28	-0.558700836	6	271	46	12162	5.851630039	0.000976657	2.024900826	13.90059974	[Clostridium] scindens	Bifidobacterium bombi
7362	D006262	species	29347	487175	0.015671048	-0.041186288	2.16e-52	-0.255409163	110	167	3165	9043	1.881772146	7.72e-07	1.460539462	2.417036706	[Clostridium] scindens	Parasutterella excrementihominis
7363	D006262	species	29347	502558	1.01e-07	-0.195670483	7.06e-142	-0.76638989	19	258	452	11756	1.91527004	0.010400201	1.123815976	3.088049178	[Clostridium] scindens	Eggerthella sp. YY7918
7364	D006262	species	29347	536633	0.000113205	0.068728166	0.000133089	-0.068022644	216	61	2873	9335	11.50141984	3.8300000000000005e-79	8.593254406	15.59457912	[Clostridium] scindens	Blautia glucerasea
7365	D006262	species	29347	574375	0.000154267	-0.139418908	2.4e-105	-0.691848843	38	239	455	11753	4.106150048	1.61e-11	2.799787028	5.883966595	[Clostridium] scindens	Bacillus gaemokensis
7366	D006262	species	29347	574930	0.049617419	-0.110716325	1.71e-18	-0.46732377	7	270	38	12170	8.299242634	5.41e-05	3.098862024	19.03477367	[Clostridium] scindens	Parabacteroides gordonii
7367	D006262	species	29347	638849	0.033044536	-0.123110062	9.99e-13	-0.396361825	4	273	23	12185	7.759667868	0.002782476	1.937318605	22.91016484	[Clostridium] scindens	Pyramidobacter piscolens
7368	D006262	species	29347	650643	0.009415468	-0.107921862	2.42e-98	-0.732698464	30	247	301	11907	4.803584065	5.23e-11	3.119248004	7.174823044	[Clostridium] scindens	Alistipes sp. RMA 9912
7369	D006262	species	29347	666685	0.043188338	-0.116433197	1.08e-12	-0.394566053	6	271	25	12183	10.78378069	5.22e-05	3.587970772	27.21600059	[Clostridium] scindens	Rhodanobacter denitrificans
7370	D006262	species	29347	722472	0.014992629	-0.134836761	1.74e-28	-0.562267473	5	272	48	12160	4.655722247	0.006240992	1.435092356	11.76754572	[Clostridium] scindens	Bradyrhizobium lablabi
7371	D006262	species	29347	762210	0.001005476	-0.077958408	1.46e-75	-0.416651508	91	186	1500	10708	3.49178406	1.24e-18	2.671070478	4.539039221	[Clostridium] scindens	Bifidobacterium saguini
7372	D006262	species	29347	762211	3.66e-05	-0.201872454	1.29e-79	-0.762713543	11	266	135	12073	3.697775901	0.000407336	1.781278902	6.936030346	[Clostridium] scindens	Bifidobacterium stellenboschense
7373	D006262	species	29347	1671366	0.018435442	0.096513579	1.49e-22	-0.38549532	113	164	319	11889	25.65170086	2.02e-94	19.49978763	33.68060925	[Clostridium] scindens	Ruminococcus sp. DSM 100440
7713	D006262	species	29375	29389	0.049006315	-0.062174818	3.9e-69	-0.515351695	19	864	120	11482	2.103976412	0.006588649	1.217955772	3.451095836	[Clostridium] xylanolyticum	Streptococcus alactolyticus
7714	D006262	species	29375	29552	0.00828284	-0.080944511	6.489999999999999e-89	-0.560349468	48	835	180	11422	3.64701922	4.85e-12	2.575196094	5.083031293	[Clostridium] xylanolyticum	Acholeplasma axanthum
7715	D006262	species	29375	33035	2.26e-05	-0.087412517	1.9100000000000002e-166	-0.525314516	379	504	1461	10141	5.218595301	6.83e-100	4.504729551	6.04290398	[Clostridium] xylanolyticum	Blautia producta
7716	D006262	species	29375	33038	1.52e-05	-0.073484153	0.0	-0.590064515	251	632	2576	9026	1.391533265	3.52e-05	1.189573173	1.624118125	[Clostridium] xylanolyticum	[Ruminococcus] gnavus
7717	D006262	species	29375	33953	0.011517183	-0.083222938	3e-20	-0.297285877	10	873	38	11564	3.485258022	0.001650656	1.543278286	7.158756542	[Clostridium] xylanolyticum	Clostridium aminobutyricum
7718	D006262	species	29375	35833	8.48e-10	-0.125522937	8.02e-269	-0.635665747	234	649	1490	10112	2.446679395	3.43e-25	2.077607261	2.874531658	[Clostridium] xylanolyticum	Bilophila wadsworthia
7719	D006262	species	29375	36835	0.003416821	-0.074726525	4.1100000000000005e-210	-0.681810462	143	740	650	10952	3.255525062	7.11e-27	2.657321878	3.969871155	[Clostridium] xylanolyticum	[Clostridium] colinum
7720	D006262	species	29375	36847	4.16e-08	-0.126731482	2.0300000000000002e-212	-0.637185349	219	664	977	10625	3.585956032	2e-43	3.022502415	4.244097662	[Clostridium] xylanolyticum	[Clostridium] neopropionicum
7721	D006262	species	29375	38986	0.001971359	-0.096221028	3.2399999999999994e-89	-0.568019598	23	860	149	11453	2.055554664	0.003775862	1.257025793	3.223486889	[Clostridium] xylanolyticum	Acholeplasma palmae
7722	D006262	species	29375	39485	0.010653134	-0.030817125	1.73e-17	-0.102447702	744	139	5984	5618	5.024258518	8.14e-87	4.170724484	6.088451832	[Clostridium] xylanolyticum	[Eubacterium] eligens
7723	D006262	species	29375	39488	0.00872332	-0.03647957	5.19e-60	-0.224433317	524	359	4285	7317	2.492227613	2.09e-38	2.163299074	2.873720049	[Clostridium] xylanolyticum	[Eubacterium] hallii
7724	D006262	species	29375	39490	1.79e-11	-0.121915802	9.22e-218	-0.52934524	333	550	2137	9465	2.681347286	7.9e-38	2.31432283	3.10324684	[Clostridium] xylanolyticum	Eubacterium ramulus
7725	D006262	species	29375	39492	1e-05	-0.067344191	1.6899999999999998e-159	-0.394042555	405	478	3411	8191	2.034539378	3.9499999999999996e-23	1.767068197	2.341572407	[Clostridium] xylanolyticum	[Eubacterium] siraeum
7726	D006262	species	29375	39950	2.12e-05	-0.126019168	4.98e-117	-0.611462764	71	812	249	11353	3.986229883	1.46e-18	2.9887648	5.262412114	[Clostridium] xylanolyticum	Dialister pneumosintes
7727	D006262	species	29375	40518	0.000130672	-0.04772613	1.09e-70	-0.219204172	586	297	5536	6066	2.161842686	5.9800000000000004e-27	1.86783969	2.50601285	[Clostridium] xylanolyticum	Ruminococcus bromii
7728	D006262	species	29375	40520	0.010994885	0.028783503	3.89e-23	0.111808332	835	48	6921	4681	11.76564878	4.36e-120	8.769605189	16.12395949	[Clostridium] xylanolyticum	Blautia obeum
7729	D006262	species	29375	43131	0.024721385	-0.072067969	5.5e-55	-0.47184409	15	868	88	11514	2.260808485	0.006246387	1.208789395	3.956327715	[Clostridium] xylanolyticum	Tissierella praeacuta
7730	D006262	species	29375	44742	0.024993549	-0.071784988	7.82e-60	-0.489308491	17	866	92	11510	2.455503568	0.001940184	1.365297449	4.172726326	[Clostridium] xylanolyticum	Desulfovibrio fairfieldensis
7731	D006262	species	29375	44749	0.00498741	-0.053529467	2.42e-50	-0.278986011	562	321	1867	9735	9.126472226	1.26e-199	7.870959414	10.59514878	[Clostridium] xylanolyticum	Sporobacter termitidis
7732	D006262	species	29375	45851	5.94e-10	-0.154331302	0.0	-0.785568866	79	804	710	10892	1.507305712	0.00153222	1.166367925	1.926817159	[Clostridium] xylanolyticum	Butyrivibrio crossotus
7733	D006262	species	29375	46503	1.43e-05	-0.05705401	6.33e-151	-0.334331359	548	335	4896	6706	2.240438833	3.36e-30	1.942161847	2.587382535	[Clostridium] xylanolyticum	Parabacteroides merdae
7734	D006262	species	29375	46506	1.34e-08	-0.078459593	3.18e-196	-0.396318552	405	478	4346	7256	1.41451919	9.66e-07	1.229456749	1.626962583	[Clostridium] xylanolyticum	Bacteroides stercoris
7735	D006262	species	29375	48256	0.018570908	-0.077767848	9.120000000000001e-21	-0.30197037	8	875	33	11569	3.204766048	0.007155373	1.274851706	7.104222752	[Clostridium] xylanolyticum	[Clostridium] hungatei
7736	D006262	species	29375	52226	0.000386033	-0.100481726	2.6e-182	-0.697961268	48	835	361	11241	1.789884217	0.00053326	1.285273186	2.446086509	[Clostridium] xylanolyticum	Mitsuokella multacida
7737	D006262	species	29375	52787	2.08e-05	-0.122171466	4.5900000000000004e-173	-0.692462177	53	830	324	11278	2.222507536	1.76e-06	1.61593709	3.007385974	[Clostridium] xylanolyticum	Anaerofilum pentosovorans
7738	D006262	species	29375	53443	0.000152975	-0.112251365	5.59e-125	-0.627336058	63	820	250	11352	3.488078302	1.86e-14	2.579044284	4.660896509	[Clostridium] xylanolyticum	Blautia hydrogenotrophica
7739	D006262	species	29375	78346	0.049102916	-0.063164699	7.450000000000001e-58	-0.48283229	14	869	88	11514	2.107736554	0.017232701	1.102342672	3.746796809	[Clostridium] xylanolyticum	Bifidobacterium ruminantium
7740	D006262	species	29375	84026	3.26e-08	-0.102977651	1.17e-232	-0.556209655	289	594	1985	9617	2.356967867	3.61e-27	2.02401226	2.740318885	[Clostridium] xylanolyticum	[Clostridium] methylpentosum
7741	D006262	species	29375	84030	8.75e-06	0.086375877	0.000183364	-0.072717608	654	229	1759	9843	15.97537899	9.999999999999999e-301	13.60422233	18.80257881	[Clostridium] xylanolyticum	[Clostridium] saccharolyticum
7742	D006262	species	29375	84031	0.034087759	-0.057656806	1.75e-153	-0.635118793	150	733	468	11134	4.867219523	5.05e-44	3.962870282	5.954721021	[Clostridium] xylanolyticum	Clostridium sartagoforme
7743	D006262	species	29375	84109	0.000485422	-0.109795899	1.85e-58	-0.477628314	44	839	123	11479	4.893116068	9.04e-15	3.361114981	7.012015505	[Clostridium] xylanolyticum	Slackia exigua
7744	D006262	species	29375	84112	0.000122862	-0.096434896	0.0	-0.772238215	76	807	698	10904	1.471135485	0.002959651	1.133178697	1.88833619	[Clostridium] xylanolyticum	Eggerthella lenta
7745	D006262	species	29375	88431	1.22e-07	-0.089666555	2.25e-217	-0.49850191	293	590	2586	9016	1.731314866	1.04e-12	1.489657089	2.009024299	[Clostridium] xylanolyticum	Dorea longicatena
7746	D006262	species	29375	89153	0.004468504	0.092950225	7.97e-11	-0.210618378	51	832	51	11551	13.87592544	6.75e-32	9.165279134	21.01371165	[Clostridium] xylanolyticum	[Clostridium] hylemonae
7747	D006262	species	29375	97478	0.03188084	-0.068836742	2.77e-50	-0.452715615	20	863	89	11513	2.99748158	6.88e-05	1.738677099	4.938260859	[Clostridium] xylanolyticum	Lactobacillus mucosae
7748	D006262	species	29375	100884	0.000302614	-0.10719569	1.3e-156	-0.683415747	31	852	249	11353	1.65885966	0.012686812	1.096171642	2.433843017	[Clostridium] xylanolyticum	Coprobacillus cateniformis
7749	D006262	species	29375	105841	0.003124633	-0.0845078	4.89e-170	-0.685242801	64	819	338	11264	2.603875796	5.98e-10	1.942868714	3.445404447	[Clostridium] xylanolyticum	Anaerostipes caccae
7750	D006262	species	29375	118748	0.01939517	-0.076000502	1.5e-27	-0.343259552	29	854	63	11539	6.217797376	2.66e-12	3.83838129	9.859342301	[Clostridium] xylanolyticum	Bulleidia extructa
7751	D006262	species	29375	133926	0.014281569	-0.076065748	5.920000000000001e-70	-0.510677278	41	842	154	11448	3.619123036	1.86e-10	2.481425051	5.177633096	[Clostridium] xylanolyticum	Olsenella uli
7752	D006262	species	29375	137732	0.000485406	-0.107581267	1.1899999999999999e-89	-0.5655947	44	839	165	11437	3.634434799	3.81e-11	2.525662204	5.137814856	[Clostridium] xylanolyticum	Granulicatella elegans
7753	D006262	species	29375	143393	2.96e-05	-0.119807305	3.26e-168	-0.684992359	40	843	326	11276	1.641143688	0.006730167	1.142406694	2.303098456	[Clostridium] xylanolyticum	[Eubacterium] sulci
7754	D006262	species	29375	165179	0.000293448	-0.054464871	8.27e-110	-0.325934032	417	466	3533	8069	2.04366352	1.47e-23	1.775736526	2.35132494	[Clostridium] xylanolyticum	Prevotella copri
7755	D006262	species	29375	169435	0.00741946	-0.04531417	7.47e-81	-0.314261713	515	368	2607	8995	4.827807676	1.9099999999999998e-106	4.185056822	5.57355739	[Clostridium] xylanolyticum	Anaerotruncus colihominis
7756	D006262	species	29375	180164	0.002373981	-0.092681967	1.82e-106	-0.601272042	36	847	190	11412	2.552571325	4.41e-06	1.723685913	3.688778849	[Clostridium] xylanolyticum	Blautia schinkii
7757	D006262	species	29375	185293	0.006660645	-0.082253525	2.79e-77	-0.522793026	81	802	204	11398	5.640916689	9.82e-29	4.262573459	7.410215142	[Clostridium] xylanolyticum	Prevotella oryzae
7758	D006262	species	29375	185294	0.033499306	-0.065370076	1.07e-54	-0.453144764	87	796	175	11427	7.134444216	1.47e-36	5.397172138	9.376563101	[Clostridium] xylanolyticum	Prevotella paludivivens
7759	D006262	species	29375	189722	0.008324831	-0.083274184	4.980000000000001e-66	-0.505021551	32	851	120	11482	3.597328951	1.8e-08	2.341198471	5.388697703	[Clostridium] xylanolyticum	Prevotella marshii
7760	D006262	species	29375	208479	0.000229556	-0.067190839	3.7e-178	-0.486458101	373	510	2119	9483	3.272653298	8.4e-56	2.832271249	3.779157677	[Clostridium] xylanolyticum	[Clostridium] bolteae
7761	D006262	species	29375	216940	0.008698862	-0.08503595	2.72e-38	-0.402245921	11	872	68	11534	2.139365233	0.025668316	1.016349634	4.092900356	[Clostridium] xylanolyticum	Spiroplasma lampyridicola
7762	D006262	species	29375	218538	4.42e-07	-0.07123717	8.25e-131	-0.333819966	450	433	4132	7470	1.878776198	4.07e-19	1.633790045	2.160502739	[Clostridium] xylanolyticum	Dialister invisus
7763	D006262	species	29375	228603	0.009318979	-0.072849966	4.8800000000000004e-166	-0.669085217	87	796	390	11212	3.141679823	8.94e-17	2.433854117	4.020606918	[Clostridium] xylanolyticum	Prevotella shahii
7764	D006262	species	29375	239935	2.74e-07	-0.074009192	4.06e-205	-0.420039538	376	507	3931	7671	1.447209814	2.57e-07	1.255981119	1.666376442	[Clostridium] xylanolyticum	Akkermansia muciniphila
7765	D006262	species	29375	246787	3.68e-07	-0.079041662	1.03e-243	-0.485985976	357	526	3245	8357	1.747755631	2.29e-14	1.514399062	2.015582616	[Clostridium] xylanolyticum	Bacteroides cellulosilyticus
7766	D006262	species	29375	255723	0.03163935	-0.069654374	1.24e-38	-0.403762193	12	871	69	11533	2.302728678	0.013740696	1.130607387	4.305783061	[Clostridium] xylanolyticum	Slackia faecicanis
7767	D006262	species	29375	261299	0.001948032	-0.053547603	1.15e-75	-0.310480203	476	407	2462	9140	4.341152298	1.1699999999999999e-91	3.766760524	5.005311367	[Clostridium] xylanolyticum	Intestinibacter bartlettii
7768	D006262	species	29375	291645	0.015459383	-0.056336303	0.0	-0.741776495	101	782	964	10638	1.425220591	0.002135669	1.134958739	1.775149889	[Clostridium] xylanolyticum	Bacteroides nordii
7769	D006262	species	29375	310297	1.47e-07	-0.112814489	7.189999999999999e-250	-0.640627473	228	655	1277	10325	2.81412861	1.34e-31	2.383298297	3.314692513	[Clostridium] xylanolyticum	Bacteroides plebeius
7770	D006262	species	29375	310298	2.88e-08	-0.094219425	2.3399999999999997e-187	-0.467701937	353	530	2572	9030	2.338199473	5.36e-30	2.023392957	2.699943042	[Clostridium] xylanolyticum	Bacteroides coprocola
7771	D006262	species	29375	329854	4.22e-07	-0.092677585	7.119999999999999e-285	-0.595835235	240	643	2086	9516	1.702623689	1.14e-10	1.450891682	1.993343679	[Clostridium] xylanolyticum	Bacteroides intestinalis
7772	D006262	species	29375	338188	6.57e-06	-0.098481614	0.0	-0.763838252	118	765	1204	10398	1.332085897	0.00645366	1.078074219	1.63476363	[Clostridium] xylanolyticum	Bacteroides finegoldii
7773	D006262	species	29375	341225	0.000124588	-0.086670013	1e-142	-0.531093811	333	550	1072	10530	5.945779238	2.7e-103	5.101266983	6.923898897	[Clostridium] xylanolyticum	[Clostridium] saccharogumia
7774	D006262	species	29375	349096	0.001354278	-0.09325318	6.51e-96	-0.554466753	143	740	295	11307	7.404542455	2.31e-59	5.939166262	9.203871471	[Clostridium] xylanolyticum	Pectinatus haikarae
7775	D006262	species	29375	376804	0.039198508	-0.061988096	6.78e-108	-0.5970649	57	826	224	11378	3.504606374	2.42e-13	2.550730445	4.750847152	[Clostridium] xylanolyticum	Bacteroides barnesiae
7776	D006262	species	29375	376806	0.037474462	-0.067056636	2.09e-42	-0.419842571	17	866	80	11522	2.827123661	0.000415313	1.562376009	4.840850843	[Clostridium] xylanolyticum	Bacteroides gallinarum
7777	D006262	species	29375	387090	8.8e-08	-0.137050521	1.7199999999999998e-216	-0.692613314	135	748	629	10973	3.148080835	1.8999999999999998e-24	2.557253767	3.855902911	[Clostridium] xylanolyticum	Bacteroides coprophilus
7778	D006262	species	29375	397865	0.010897915	-0.046687337	1.15e-50	-0.269569578	546	337	2090	9512	7.371499861	8.210000000000001e-166	6.370357742	8.540073319	[Clostridium] xylanolyticum	Barnesiella viscericola
7779	D006262	species	29375	410072	1.94e-07	-0.068616352	9.250000000000001e-129	-0.310682949	528	355	4861	6741	2.062453771	9.19e-25	1.790246309	2.378255868	[Clostridium] xylanolyticum	Coprococcus comes
7780	D006262	species	29375	437898	4.81e-07	-0.121796562	8.11e-198	-0.641875375	196	687	815	10787	3.775766939	2.9899999999999994e-42	3.155332977	4.503764385	[Clostridium] xylanolyticum	Sutterella parvirubra
7781	D006262	species	29375	454154	3.95e-05	-0.072929672	1.85e-154	-0.445495474	321	562	2288	9314	2.324951919	4.45e-28	2.005500047	2.692214917	[Clostridium] xylanolyticum	Paraprevotella clara
7782	D006262	species	29375	487175	3.84e-07	-0.081748099	2.19e-238	-0.496330228	312	571	2963	8639	1.593061374	6.61e-10	1.374580453	1.843789732	[Clostridium] xylanolyticum	Parasutterella excrementihominis
7783	D006262	species	29375	502558	1.68e-08	-0.156810391	4.03e-202	-0.716316893	73	810	398	11204	2.536764699	1.57e-10	1.928988075	3.299076545	[Clostridium] xylanolyticum	Eggerthella sp. YY7918
