#cooccurred genus in D006262: Health; The state of the organism when it functions optimally without evidence of disease.																	
#in total 12485 valid runs were included in GMrepo.																	
#please consult our web site for more details.																	
phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
D006262	genus	2316	256846	0.02287378	-0.166804206	5.94E-14	-0.514354039	3	161	22	12299	10.40803805	0.004139232	1.975293869	35.13516967	Methanosphaera	Lentisphaera
D006262	genus	2316	292632	0.002174043	-0.04701392	8.64E-21	-0.142768595	87	77	4085	8236	2.277860144	2.52E-07	1.652841652	3.144268734	Methanosphaera	Subdoligranulum
D006262	genus	2316	375288	0.010413824	-0.026264231	1.85E-08	-0.057637947	148	16	9349	2972	2.940462305	4.80E-06	1.748054065	5.287668711	Methanosphaera	Parabacteroides
D006262	genus	2316	442430	0.000387561	-0.218867054	2.52E-50	-0.761576544	8	156	95	12226	6.597013113	6.17E-05	2.721204052	13.85298351	Methanosphaera	Coraliomargarita
D006262	genus	2316	459786	0.005748666	-0.032204641	2.15E-08	-0.065242355	122	42	7189	5132	2.073491872	2.87E-05	1.446283131	3.024775215	Methanosphaera	Oscillibacter
D006262	genus	2316	574697	1.56E-05	-0.130366952	4.98E-68	-0.493467	30	134	927	11394	2.751362419	8.25E-06	1.776787317	4.139467706	Methanosphaera	Butyricimonas
D006262	genus	2349	33986	3.44E-05	-0.483275599	7.62E-13	-0.740899036	16	9	42	12418	517.6374442	9.62E-33	203.9531117	1434.872776	Haliscomenobacter	Exiguobacterium
D006262	genus	2349	44249	0.00193647	-0.144635787	3.93E-14	-0.343886541	8	17	432	12028	13.09625537	1.42E-06	4.863302725	32.216929	Haliscomenobacter	Paenibacillus
D006262	genus	2349	49082	0.008118662	-0.389828829	0.001276396	-0.465371394	15	10	20	12440	889.5376459	4.94E-34	336.2479807	2774.020335	Haliscomenobacter	Candidatus Arthromitus
D006262	genus	2349	253238	0.034498711	-0.161796356	3.11E-05	-0.312814612	11	14	146	12314	66.06349989	3.34E-15	26.67907072	160.3394268	Haliscomenobacter	Ethanoligenens
D006262	genus	2697	2701	0.000579098	-0.176891037	4.10E-48	-0.659227564	49	173	153	12110	22.39210986	2.00E-42	15.36274616	32.27121726	Heliobacterium	Gardnerella
D006262	genus	2697	56112	0.018331991	-0.145371465	3.79E-27	-0.60037323	4	218	41	12222	5.467875792	0.008196931	1.410247955	15.28975773	Heliobacterium	Dehalobacter
D006262	genus	2701	2723	1.50E-07	-0.245583086	9.84E-62	-0.679644902	51	151	244	12039	16.65192314	1.56E-38	11.57837406	23.65317106	Gardnerella	Hirschia
D006262	genus	2701	29465	0.028363701	-0.033903837	5.55E-15	-0.120437092	120	82	3979	8304	3.053782374	8.10E-15	2.280801811	4.105430494	Gardnerella	Veillonella
D006262	genus	2701	65551	0.008004923	-0.179180997	9.70E-10	-0.399066857	6	196	16	12267	23.43693228	1.00E-06	7.429853368	63.89586311	Gardnerella	Meiothermus
D006262	genus	2701	165779	2.87E-05	-0.210659315	5.28E-99	-0.827967744	9	193	186	12097	3.032337384	0.004466218	1.344802892	6.002207147	Gardnerella	Anaerococcus
D006262	genus	2701	184869	2.03E-05	-0.245363038	2.16E-50	-0.730187784	8	194	93	12190	5.40342448	0.000228152	2.234677902	11.30492037	Gardnerella	Varibaculum
D006262	genus	2701	241189	0.025559649	-0.111087997	6.41E-65	-0.716744865	26	176	202	12081	8.828432375	3.65E-15	5.48447487	13.74647413	Gardnerella	Hespellia
D006262	genus	2701	698776	0.000107209	-0.203298807	8.11E-79	-0.793594571	10	192	156	12127	4.047902716	0.000366466	1.873788344	7.807917209	Gardnerella	Cellulosilyticum
D006262	genus	2701	1649459	0.002881091	-0.176230401	1.02E-30	-0.613173495	27	175	82	12201	22.9250938	6.65E-25	13.90240039	36.82786205	Gardnerella	Hungatella
D006262	genus	2701	1849828	0.00330719	-0.192515701	2.68E-18	-0.5322354	4	198	29	12254	8.531883946	0.00188475	2.158976278	24.63285858	Gardnerella	Paeniclostridium
D006262	genus	2701	1870884	0.000417023	-0.172869001	6.07E-79	-0.760050549	21	181	211	12072	6.635151376	1.60E-10	3.928826521	10.71304491	Gardnerella	Clostridioides
D006262	genus	2723	162289	0.033635753	-0.076720096	3.52E-128	-0.729227439	33	262	472	11718	3.126480939	1.13E-07	2.083246033	4.562525351	Hirschia	Peptoniphilus
D006262	genus	2723	165779	0.004749962	-0.128674764	1.54E-114	-0.813385164	10	285	185	12005	2.276619448	0.026645453	1.062328616	4.343845788	Hirschia	Anaerococcus
D006262	genus	2723	184869	0.006752393	-0.137487082	1.86E-52	-0.67340141	9	286	92	12098	4.137165011	0.00063353	1.815418577	8.311567819	Hirschia	Varibaculum
D006262	genus	2723	698776	0.027547915	-0.104589171	3.74E-73	-0.723526602	17	278	149	12041	4.939858356	3.93E-07	2.76399518	8.320992882	Hirschia	Cellulosilyticum
D006262	genus	2723	1870884	0.034658328	-0.095646566	1.39E-71	-0.694806496	39	256	193	11997	9.464567227	1.63E-22	6.387519563	13.74357676	Hirschia	Clostridioides
D006262	genus	2740	2745	0.00979889	-0.145331264	2.32E-74	-0.809473474	8	144	163	12170	4.146890932	0.001158419	1.727775956	8.586158279	Peptococcus	Halomonas
D006262	genus	2740	13334	0.003809264	-0.193889591	2.71E-36	-0.717843262	8	144	69	12264	9.86942214	4.15E-06	4.023556039	21.05939713	Peptococcus	Anaerobiospirillum
D006262	genus	2740	13687	0.005378198	-0.170219463	2.95E-56	-0.782531293	9	143	114	12219	6.742595051	1.87E-05	2.947404388	13.61348896	Peptococcus	Sphingomonas
D006262	genus	2740	39948	0.000622165	-0.047587148	2.29E-23	-0.137925218	75	77	5015	7318	1.421251125	0.037535256	1.018016454	1.983565407	Peptococcus	Dialister
D006262	genus	2740	52225	0.000233788	-0.14439622	1.38E-77	-0.646427211	14	138	493	11840	2.436148012	0.005322174	1.288218022	4.266880841	Peptococcus	Mitsuokella
D006262	genus	2740	84108	6.89E-08	-0.230174994	6.04E-86	-0.717157606	10	142	385	11948	2.185291565	0.029942275	1.017522981	4.182011355	Peptococcus	Slackia
D006262	genus	2740	86331	2.93E-06	-0.24258098	1.98E-55	-0.703200892	20	132	211	12122	8.700153695	5.40E-12	5.04658318	14.32286718	Peptococcus	Mogibacterium
D006262	genus	2740	100175	8.08E-11	-0.395358883	2.16E-57	-0.800927035	5	147	99	12234	4.201707546	0.008774219	1.315767288	10.36267993	Peptococcus	Papillibacter
D006262	genus	2740	117563	3.36E-07	-0.243323314	3.83E-85	-0.769394915	10	142	277	12056	3.06452158	0.00268419	1.422624866	5.887714803	Peptococcus	Granulicatella
D006262	genus	2740	118747	0.002154672	-0.202194505	1.05E-29	-0.6583661	16	136	76	12257	18.95180232	1.49E-14	10.04430283	33.88590886	Peptococcus	Bulleidia
D006262	genus	2740	133925	0.000557472	-0.171827689	1.65E-69	-0.736308213	16	136	248	12085	5.73100664	1.33E-07	3.137155261	9.829850093	Peptococcus	Olsenella
D006262	genus	2740	150022	0.021915076	-0.134782327	4.72E-57	-0.766168327	7	145	137	12196	4.296426593	0.001889177	1.666158766	9.320129236	Peptococcus	Finegoldia
D006262	genus	2740	172900	8.60E-06	-0.243662342	9.02E-69	-0.782962855	11	141	174	12159	5.449811572	1.59E-05	2.611962858	10.29303547	Peptococcus	Victivallis
D006262	genus	2740	184869	0.026995401	-0.140732545	1.59E-45	-0.748070773	6	146	95	12238	5.292323213	0.001445418	1.8645788	12.22746264	Peptococcus	Varibaculum
D006262	genus	2740	195950	0.001270135	-0.220947453	1.39E-36	-0.732485057	4	148	58	12275	5.717888384	0.006816802	1.4882124	15.74376525	Peptococcus	Tannerella
D006262	genus	2740	239759	0.013183196	-0.02585493	3.22E-06	-0.048543926	131	21	9039	3294	2.273213668	0.000195925	1.424156003	3.802159217	Peptococcus	Alistipes
D006262	genus	2740	239934	0.001019009	-0.049623161	4.61E-29	-0.167912881	79	73	4228	8105	2.074458839	9.79E-06	1.486308678	2.89841599	Peptococcus	Akkermansia
D006262	genus	2740	283168	1.80E-06	-0.064467786	3.75E-33	-0.161063263	101	51	5325	7008	2.606118467	1.24E-08	1.839520053	3.731988522	Peptococcus	Odoribacter
D006262	genus	2740	423604	0.008849362	-0.193540918	3.14E-22	-0.638475053	4	148	30	12303	11.07463207	0.000737015	2.799911126	32.0020122	Peptococcus	Elusimicrobium
D006262	genus	2740	459786	0.016459399	0.02803208	1.31E-05	0.050913867	142	10	7169	5164	10.22862403	2.15E-22	5.393953034	21.81086685	Peptococcus	Oscillibacter
D006262	genus	2740	543311	0.014344344	-0.17291434	1.89E-32	-0.713738626	3	149	48	12285	5.15214961	0.024067935	1.015111211	16.26754724	Peptococcus	Parvimonas
D006262	genus	2740	577309	0.0003213	-0.065344442	2.11E-22	-0.175660933	79	73	2875	9458	3.559559775	5.09E-14	2.549049869	4.97700034	Peptococcus	Paraprevotella
D006262	genus	2740	990721	0.000135012	-0.099261957	1.48E-43	-0.349338828	50	102	1322	11011	4.082539639	2.93E-13	2.836096274	5.811976433	Peptococcus	Christensenella
D006262	genus	2740	1236988	0.007661017	-0.186211632	5.68E-30	-0.688247288	6	146	52	12281	9.700356808	7.08E-05	3.351737827	23.06135919	Peptococcus	Geofilum
D006262	genus	2740	1279388	0.018779577	-0.095832324	3.49E-23	-0.389293134	50	102	449	11884	12.96255596	1.19E-32	8.933263515	18.62693332	Peptococcus	Kandleria
D006262	genus	2740	1291539	0.002745871	-0.227020749	3.17E-14	-0.536831329	3	149	20	12313	12.38636101	0.00262037	2.332100827	42.401094	Peptococcus	Candidatus Methanomethylophilus
D006262	genus	2740	1508657	0.029721288	0.028873997	3.11E-05	0.055299111	147	5	5516	6817	36.3576693	3.98E-44	15.20152214	113.0440766	Peptococcus	Ruminiclostridium
D006262	genus	2740	1573534	0.002237607	-0.178515908	6.62E-57	-0.76387537	10	142	139	12194	6.175579775	1.37E-05	2.836888554	12.03653136	Peptococcus	Faecalitalea
D006262	genus	2745	39948	0.040307652	-0.028547563	2.49E-21	-0.131461933	101	70	4989	7325	2.118343103	1.39E-06	1.542865267	2.922267541	Halomonas	Dialister
D006262	genus	2745	52784	0.011573734	-0.11096961	1.82E-75	-0.693875378	32	139	346	11968	7.960280272	7.28E-17	5.163888985	11.95832003	Halomonas	Anaerofilum
D006262	genus	2745	84108	0.001220196	-0.13706502	1.24E-103	-0.755917787	12	159	383	11931	2.350803861	0.012123576	1.179052436	4.27041395	Halomonas	Slackia
D006262	genus	2745	84111	0.013064255	-0.0579634	6.64E-80	-0.421624599	34	137	1662	10652	1.590513081	0.023745053	1.055072666	2.339149171	Halomonas	Eggerthella
D006262	genus	2745	117563	0.006624156	-0.128108709	1.18E-95	-0.787147625	10	161	277	12037	2.698572077	0.006176619	1.255874537	5.168015762	Halomonas	Granulicatella
D006262	genus	2745	207244	0.045706791	-0.047593875	1.43E-70	-0.405013603	48	123	1592	10722	2.628083685	2.49E-07	1.834160005	3.713707527	Halomonas	Anaerostipes
D006262	genus	2745	283168	0.00722885	-0.036238963	1.40E-25	-0.140390383	104	67	5322	6992	2.039225746	5.46E-06	1.482573132	2.821220298	Halomonas	Odoribacter
D006262	genus	2745	397864	0.027235764	-0.030796537	1.95E-27	-0.150522401	86	85	4970	7344	1.494964208	0.00955789	1.092259095	2.046539125	Halomonas	Barnesiella
D006262	genus	2745	508459	0.020412072	0.163060673	1.69E-13	-0.48825522	4	167	31	12283	9.483284822	0.001277234	2.405579637	27.26763888	Halomonas	Cloacibacillus
D006262	genus	2745	990721	0.011591428	-0.065098301	2.53E-60	-0.404709318	40	131	1332	10982	2.517237083	3.02E-06	1.712650557	3.629987204	Halomonas	Christensenella
D006262	genus	2745	1505657	0.01853505	-0.048356451	3.80E-34	-0.246472842	90	81	2200	10114	5.107173754	2.71E-24	3.726451046	7.008936238	Halomonas	Intestinibacter
D006262	genus	2745	1508657	0.047258037	-0.026344478	1.55E-06	-0.063739522	162	9	5501	6813	22.28939569	9.96E-45	11.44205584	49.7162163	Halomonas	Ruminiclostridium
D006262	genus	13334	84108	0.001133366	-0.151145445	4.74E-40	-0.56388773	11	66	384	12024	5.217105655	2.83E-05	2.464193897	10.054218	Anaerobiospirillum	Slackia
D006262	genus	13334	118747	0.036392936	-0.164554901	5.57E-31	-0.753762477	7	70	85	12323	14.48660874	1.48E-06	5.458106147	32.73511361	Anaerobiospirillum	Bulleidia
D006262	genus	13334	397864	0.011906306	-0.035244591	2.28E-26	-0.148126441	42	35	5014	7394	1.76947108	0.014124243	1.101247064	2.859225989	Anaerobiospirillum	Barnesiella
D006262	genus	13334	442430	0.007630187	-0.201059708	2.98E-39	-0.794075106	5	72	98	12310	8.718077377	0.000427734	2.689537874	21.98585082	Anaerobiospirillum	Coraliomargarita
D006262	genus	13334	577309	0.038208956	-0.037880558	4.06E-21	-0.171158846	37	40	2917	9491	3.009079187	2.75E-06	1.867578584	4.837921953	Anaerobiospirillum	Paraprevotella
D006262	genus	13334	1508657	0.029869491	-0.028809766	4.94E-14	-0.099704153	57	20	5606	6802	3.457701924	4.07E-07	2.042941907	6.084006022	Anaerobiospirillum	Ruminiclostridium
D006262	genus	13334	1573535	0.041459232	-0.052081807	7.45E-18	-0.217387845	34	43	1456	10952	5.946134733	1.34E-12	3.664507756	9.579608109	Anaerobiospirillum	Holdemanella
D006262	genus	13687	44748	0.028007986	-0.043874095	2.50E-29	-0.221817719	44	79	2385	9977	2.329707432	2.70E-05	1.569030395	3.420498794	Sphingomonas	Sporobacter
D006262	genus	13687	52225	0.023600006	-0.092098694	3.93E-38	-0.491957596	26	97	481	11881	6.618483674	2.82E-12	4.078954665	10.40361325	Sphingomonas	Mitsuokella
D006262	genus	13687	52784	0.00824315	-0.119472974	1.60E-66	-0.676320404	13	110	365	11997	3.883793138	8.83E-05	1.985530053	7.002674301	Sphingomonas	Anaerofilum
D006262	genus	13687	86331	0.007730904	-0.142771569	4.90E-62	-0.742630647	7	116	224	12138	3.269345669	0.007855469	1.271311544	7.064412634	Sphingomonas	Mogibacterium
D006262	genus	13687	172900	0.01238832	-0.144475525	2.75E-64	-0.787129575	9	114	176	12186	5.464993309	8.74E-05	2.3971928	10.97948021	Sphingomonas	Victivallis
D006262	genus	13687	1573534	0.044229049	-0.123235585	4.22E-69	-0.829849559	5	118	144	12218	3.594877736	0.015891763	1.128976497	8.821944584	Sphingomonas	Faecalitalea
D006262	genus	13687	1822464	0.047938905	-0.159661355	1.65E-21	-0.671179888	7	116	31	12331	23.96414595	7.43E-08	8.726346503	57.0270147	Sphingomonas	Paraburkholderia
D006262	genus	29330	44249	0.027620887	-0.10226213	3.71E-13	-0.32877273	8	24	432	12021	9.270871883	1.11E-05	3.579461611	21.48277434	Alicyclobacillus	Paenibacillus
D006262	genus	29330	762551	0.002643618	-0.265649308	5.01E-21	-0.715271213	3	29	94	12359	13.59466468	0.001915006	2.604234403	44.97528951	Alicyclobacillus	Jejuia
D006262	genus	29393	32067	0.021778373	-0.235182663	1.50E-15	-0.705172325	5	24	66	12390	39.01172189	5.51E-07	11.28380076	108.4310979	Dolosigranulum	Leptotrichia
D006262	genus	29393	33057	0.023964089	-0.309832796	4.78E-13	-0.802886214	2	27	24	12432	38.27381459	0.001635602	4.181808595	166.9451242	Dolosigranulum	Thauera
D006262	genus	29393	204476	0.041485878	-0.28942497	3.96E-09	-0.71940221	4	25	21	12435	94.32999278	2.87E-07	21.94834953	312.2609999	Dolosigranulum	Labrys
D006262	genus	29393	504481	0.029074743	-0.272984773	7.60E-07	-0.572749541	13	16	35	12421	287.0504894	4.39E-25	116.6704583	697.5045875	Dolosigranulum	Sediminibacterium
D006262	genus	29393	886360	0.010885454	-0.350361902	1.73E-11	-0.77387137	4	25	23	12433	86.05801339	3.97E-07	20.17872129	281.1927096	Dolosigranulum	Rudaea
D006262	genus	29465	158846	0.000252504	-0.054331572	1.83E-201	-0.428094906	265	3834	434	7952	1.266366647	0.003690595	1.077548089	1.486306105	Veillonella	Megamonas
D006262	genus	29465	182639	0.020394967	0.036215878	2.41E-09	0.093022097	19	4080	1	8385	39.03898529	8.64E-09	6.20123324	1609.771847	Veillonella	Kribbella
D006262	genus	29465	1505657	6.63E-09	-0.077621394	0	-0.551449431	820	3279	1470	6916	1.176520735	0.00088436	1.068414437	1.295008576	Veillonella	Intestinibacter
D006262	genus	29465	1870884	0.001313756	0.049703423	0.015576608	-0.037426344	155	3944	77	8309	4.240281655	1.61E-26	3.197031097	5.663289044	Veillonella	Clostridioides
D006262	genus	32008	33057	0.012898883	-0.275203357	2.27E-17	-0.774373643	3	55	23	12404	29.36573944	0.000229296	5.485676937	101.4799977	Burkholderia	Thauera
D006262	genus	32008	33870	0.008451823	-0.285602866	1.20E-19	-0.797053516	3	55	26	12401	25.98906024	0.000319076	4.889235027	88.65847354	Burkholderia	Coriobacterium
D006262	genus	32008	33986	0.005414784	-0.26001417	1.05E-30	-0.836000075	3	55	55	12372	12.2595317	0.002449315	2.381829018	39.65004887	Burkholderia	Exiguobacterium
D006262	genus	32008	39948	0.047172478	-0.027771705	4.77E-11	-0.091865201	40	18	5050	7377	3.245901485	2.03E-05	1.815952594	6.022238372	Burkholderia	Dialister
D006262	genus	32008	44249	0.004076695	-0.129403443	3.50E-28	-0.468700874	7	51	433	11994	3.801482054	0.004099704	1.446844012	8.477060829	Burkholderia	Paenibacillus
D006262	genus	32008	52784	0.009982232	-0.124416753	1.05E-30	-0.517596758	8	50	370	12057	5.212264523	0.000334306	2.118669857	11.18251511	Burkholderia	Anaerofilum
D006262	genus	32008	53246	0.011390251	-0.270140381	2.14E-19	-0.785414125	3	55	29	12398	23.2677421	0.000428858	4.410045394	78.78771021	Burkholderia	Pseudoalteromonas
D006262	genus	32008	56112	0.000182885	-0.365705995	3.57E-27	-0.835028699	3	55	42	12385	16.06710459	0.001175521	3.094166281	52.68880356	Burkholderia	Dehalobacter
D006262	genus	32008	59732	0.047525976	-0.208321078	3.85E-23	-0.818521601	2	56	33	12394	13.40654057	0.011438521	1.521925982	54.56549964	Burkholderia	Chryseobacterium
D006262	genus	32008	75309	0.045707151	0.258980617	0.027123113	0.285319818	29	29	2	12425	6988.166991	2.04E-69	1370.156132	4.50E+15	Burkholderia	Rhodanobacter
D006262	genus	32008	79206	0.025351567	-0.238320666	1.10E-21	-0.810551076	2	56	30	12397	14.74498947	0.009620514	1.667863729	60.4888373	Burkholderia	Desulfosporosinus
D006262	genus	32008	118747	0.009266306	-0.213950508	2.61E-33	-0.795176386	3	55	89	12338	7.558190989	0.00891918	1.48479148	23.98841956	Burkholderia	Bulleidia
D006262	genus	32008	172900	0.00273147	-0.193010072	3.07E-38	-0.71187141	4	54	181	12246	5.009974256	0.010626708	1.303896726	13.804071	Burkholderia	Victivallis
D006262	genus	32008	178440	0.015726874	-0.278029746	3.57E-14	-0.739392831	3	55	17	12410	39.72247936	0.000102548	7.252259849	143.5364057	Burkholderia	Opitutus
D006262	genus	32008	508459	0.01007044	-0.271474438	5.62E-15	-0.711359856	4	54	31	12396	29.56832008	1.97E-05	7.33268448	87.90207968	Burkholderia	Cloacibacillus
D006262	genus	32008	1573534	0.027046182	-0.156348074	2.81E-27	-0.668641054	7	51	142	12285	11.86755409	5.41E-06	4.465521849	26.88430569	Burkholderia	Faecalitalea
D006262	genus	32067	32207	9.74E-05	0.213184063	5.29E-09	0.314817049	62	9	258	12156	324.0404905	2.83E-91	158.22284	754.9197941	Leptotrichia	Rothia
D006262	genus	32067	33057	0.003242779	-0.299036395	3.13E-16	-0.716767657	2	69	24	12390	14.95009484	0.009488493	1.680406255	62.17121795	Leptotrichia	Thauera
D006262	genus	32067	37914	0.003524888	0.296523713	4.26E-13	-0.658118719	5	66	24	12390	39.01172189	5.51E-07	11.28380076	108.4310979	Leptotrichia	Dietzia
D006262	genus	32067	55968	0.034541162	-0.218295351	1.38E-14	-0.690413607	4	67	23	12391	32.10035464	1.53E-05	7.856562307	97.51742386	Leptotrichia	Leucobacter
D006262	genus	32067	59735	0.008560915	-0.271165077	1.03E-08	-0.551250964	8	63	22	12392	71.25865563	3.86E-12	26.39659389	174.3706456	Leptotrichia	Bergeyella
D006262	genus	32067	68287	0.010812017	-0.243248737	2.14E-20	-0.743281449	4	67	38	12376	19.42028086	9.13E-05	4.898669602	56.21434695	Leptotrichia	Mesorhizobium
D006262	genus	32067	86331	0.02139326	-0.142383557	2.02E-07	-0.315005008	41	30	190	12224	87.68030814	1.35E-53	52.20235954	149.1971762	Leptotrichia	Mogibacterium
D006262	genus	32067	117563	1.04E-09	0.337724846	0.001606057	0.178461261	48	23	239	12175	106.2934877	6.52E-63	62.07306893	186.7939501	Leptotrichia	Granulicatella
D006262	genus	32067	118747	0.003067434	-0.23413238	7.95E-36	-0.795926149	5	66	87	12327	10.7234666	0.000172791	3.291586822	27.26479583	Leptotrichia	Bulleidia
D006262	genus	32067	165779	0.021836949	-0.142179557	2.15E-36	-0.678301782	6	65	189	12225	5.968487213	0.000828762	2.087308072	13.94891031	Leptotrichia	Anaerococcus
D006262	genus	32067	195950	0.031649883	-0.188589544	1.06E-28	-0.787676028	3	68	59	12355	9.233844962	0.005243423	1.807378717	29.46995531	Leptotrichia	Tannerella
D006262	genus	32067	416916	0.044141169	-0.176843763	1.91E-10	-0.521951753	18	53	59	12355	70.8769918	4.78E-25	36.8294712	132.2080191	Leptotrichia	Aggregatibacter
D006262	genus	32067	501783	0.000859194	0.319008934	1.97E-16	-0.692573335	3	68	35	12379	15.58799853	0.001289059	2.995857768	51.26851004	Leptotrichia	Cloacibacterium
D006262	genus	32067	504481	0.002047382	-0.28344902	4.26E-27	-0.80042774	3	68	45	12369	12.11652066	0.002537773	2.351986846	39.22897047	Leptotrichia	Sediminibacterium
D006262	genus	32207	86331	0.008336788	-0.116819075	6.24E-53	-0.608751839	42	278	189	11976	9.568084335	3.56E-24	6.541646508	13.74268468	Rothia	Mogibacterium
D006262	genus	32207	504481	0.048989349	-0.103695117	1.44E-24	-0.503186439	7	313	41	12124	6.610657851	0.000203088	2.482617558	15.03715422	Rothia	Sediminibacterium
D006262	genus	32207	1164882	0.000142646	0.210082258	3.03E-11	0.358755896	47	273	3	12162	687.0480227	9.32E-73	222.9060379	3317.761172	Rothia	Lachnoanaerobaculum
D006262	genus	33024	33042	6.85E-25	0.125051674	4.53E-17	0.10207255	547	84	6106	5748	6.129218601	7.45E-75	4.848924615	7.828350302	Phascolarctobacterium	Coprococcus
D006262	genus	33024	52225	3.02E-05	-0.127516584	2.47E-161	-0.706030125	74	557	433	11421	3.503552677	6.23E-17	2.661178643	4.56397771	Phascolarctobacterium	Mitsuokella
D006262	genus	33024	216851	2.82E-06	0.046072021	0.000543886	0.034025566	622	9	9695	2159	15.38904942	2.17E-40	8.036207272	33.87734075	Phascolarctobacterium	Faecalibacterium
D006262	genus	33024	239934	1.16E-06	-0.071182839	1.02E-82	-0.276841423	280	351	4027	7827	1.550468747	1.45E-07	1.314103391	1.827944233	Phascolarctobacterium	Akkermansia
D006262	genus	33024	292632	0.013219791	0.038335672	6.90E-15	0.120074905	626	5	3546	8308	293.1810167	3.00E-302	124.9029413	904.9991901	Phascolarctobacterium	Subdoligranulum
D006262	genus	33024	375288	5.23E-05	-0.041328851	2.38E-14	-0.077849715	553	78	8944	2910	2.306613523	1.04E-13	1.809676728	2.973600798	Phascolarctobacterium	Parabacteroides
D006262	genus	33024	543311	0.021580075	-0.088428292	2.31E-29	-0.414192278	7	624	44	11810	3.010545881	0.013625374	1.139407909	6.774544687	Phascolarctobacterium	Parvimonas
D006262	genus	33024	644652	1.13E-05	-0.149865226	2.32E-130	-0.707936343	20	611	220	11634	1.730891664	0.025049975	1.029375872	2.763259481	Phascolarctobacterium	Gordonibacter
D006262	genus	33024	1348911	1.19E-14	-0.231157156	7.03E-194	-0.746120183	64	567	456	11398	2.82101173	2.53E-11	2.108088047	3.725837835	Phascolarctobacterium	Coprobacter
D006262	genus	33042	39948	1.29E-07	-0.056974033	1.87E-182	-0.303695869	3166	3487	1924	3908	1.844136051	6.18E-62	1.713632225	1.984842242	Coprococcus	Dialister
D006262	genus	33042	41273	0.045913047	-0.02440651	1.73E-13	-0.089918048	84	6569	37	5795	2.002617026	0.000328793	1.342751925	3.038647002	Coprococcus	Tissierella
D006262	genus	33042	44249	9.49E-06	-0.053663191	1.04E-52	-0.183713704	290	6363	150	5682	1.726337728	5.77E-08	1.407795667	2.123856559	Coprococcus	Paenibacillus
D006262	genus	33042	52225	0.039747788	-0.024928576	3.91E-23	-0.11967624	355	6298	152	5680	2.10622202	6.37E-15	1.730753474	2.572772515	Coprococcus	Mitsuokella
D006262	genus	33042	86331	0.000885641	-0.040528039	7.02E-21	-0.113942093	158	6495	73	5759	1.919017479	2.77E-06	1.441745906	2.574534591	Coprococcus	Mogibacterium
D006262	genus	33042	100175	0.000447635	-0.042953345	2.93E-15	-0.096411393	82	6571	22	5810	3.295158657	8.84E-08	2.034752773	5.550134601	Coprococcus	Papillibacter
D006262	genus	33042	117563	0.000912807	-0.040311643	3.14E-29	-0.135853128	176	6477	111	5721	1.400474019	0.005867264	1.094996154	1.797295117	Coprococcus	Granulicatella
D006262	genus	33042	133925	0.006682972	-0.033083067	2.57E-12	-0.085245854	197	6456	67	5765	2.625250551	8.39E-13	1.975378104	3.526201566	Coprococcus	Olsenella
D006262	genus	33042	135858	3.68E-06	0.056378748	0.001307871	0.039167078	306	6347	79	5753	3.510346991	2.22E-27	2.725428289	4.566860259	Coprococcus	Catenibacterium
D006262	genus	33042	158846	0.000739355	-0.040586062	7.58E-99	-0.249866042	442	6211	257	5575	1.543674581	5.37E-08	1.314912101	1.815117464	Coprococcus	Megamonas
D006262	genus	33042	172900	0.00247873	-0.037006033	1.77E-16	-0.100511995	154	6499	31	5801	4.433626692	8.37E-18	2.993537789	6.761343549	Coprococcus	Victivallis
D006262	genus	33042	244127	4.37E-10	-0.071692183	1.09E-106	-0.248419147	2603	4050	906	4926	3.494447703	6.17E-195	3.203257257	3.813822737	Coprococcus	Anaerotruncus
D006262	genus	33042	253238	0.004107913	-0.035052775	8.10E-25	-0.125189797	109	6544	48	5784	2.00694685	4.96E-05	1.413891821	2.885961327	Coprococcus	Ethanoligenens
D006262	genus	33042	442430	0.013635146	-0.030216016	4.16E-05	-0.050184908	92	6561	11	5821	7.41941184	4.55E-15	3.953710787	15.3961158	Coprococcus	Coraliomargarita
D006262	genus	33042	447020	0.00746776	0.032532788	0.038617255	0.025154027	414	6239	108	5724	3.516279338	2.71E-36	2.829880508	4.401056146	Coprococcus	Adlercreutzia
D006262	genus	33042	990721	3.50E-13	-0.087515335	8.95E-74	-0.21643199	1141	5512	231	5601	5.019206544	3.10E-133	4.331159589	5.834932634	Coprococcus	Christensenella
D006262	genus	33042	1279388	0.00064153	-0.041536588	5.64E-18	-0.104887052	402	6251	97	5735	3.80158897	2.79E-38	3.029318713	4.810809564	Coprococcus	Kandleria
D006262	genus	33042	1348911	0.025828446	-0.026954744	3.34E-20	-0.111030924	336	6317	184	5648	1.632626133	1.06E-07	1.35487835	1.97212061	Coprococcus	Coprobacter
D006262	genus	33042	1505657	1.00E-08	-0.066267446	8.31E-140	-0.285321361	1479	5174	811	5021	1.769646378	1.52E-33	1.609416849	1.946758247	Coprococcus	Intestinibacter
